Gene ID;Gene Name or Symbol;Product Description;Variantome;Fraschka;ChIP on ChIP;Our ChIP seq;Likely Variant ;Final LC;Final Customized;Final HC
PF3D7_1341800;IMC1k;inner membrane complex protein 1k, putative;;;;;;;;
PF3D7_1341900;N/A;V-type proton ATPase subunit D, putative;;;;;;;;
PF3D7_1342000;N/A;40S ribosomal protein S6;;;;;;;;
PF3D7_1342100;IRP;aconitate hydratase;;;;;;;;
PF3D7_1342200;N/A;conserved Plasmodium membrane protein, unknown function;;;;;;;;
PF3D7_1342300;N/A;tetratricopeptide repeat protein, putative;;;;;;;;
PF3D7_1342400;CK2beta2;casein kinase II beta chain;;;;;;;;
PF3D7_1342500;SPECT1;sporozoite protein essential for cell traversal;;;;;;;;
PF3D7_1342600;MyoA;myosin A;;;;;;;;
PF3D7_1342700;RPB12;DNA-directed RNA polymerases I, II, and III subunit RPABC4, putative;;;;;;;;
PF3D7_1342800;PEPCK;phosphoenolpyruvate carboxykinase;;;;;;;;
PF3D7_1342900;ApiAP2;AP2 domain transcription factor, putative;;;;;;;;
PF3D7_1343000;PMT;phosphoethanolamine N-methyltransferase;;;;;;;;
PF3D7_1343100;N/A;conserved Plasmodium protein, unknown function;YES;;;;;YES;;
PF3D7_1343200;N/A;tRNA guanosine-2'-O-methyltransferase, putative;YES;;;;;YES;;
PF3D7_1343300;N/A;CDT1-like protein, putative;;;;;;;;
PF3D7_1343400;RAD5;DNA repair protein RAD5, putative;;;;;;;;
PF3D7_1343500;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1343600;N/A;UDP-N-acetylglucosamine pyrophosphorylase, putative;;;;;;;;
PF3D7_1343700;Kelch13;kelch protein K13;;;;;;;;
PF3D7_1343800;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1343900;PRPF4;U4/U6 small nuclear ribonucleoprotein PRP4, putative;;;;;;;;
PF3D7_1344000;N/A;aminomethyltransferase, putative;;;;;;;;
PF3D7_1344100;N/A;TLD domain-containing protein, putative;;;;;;;;
PF3D7_1344200;HSP110;heat shock protein 110, putative;;;;;;;;
PF3D7_1344300;N/A;zinc finger protein, putative;;;;;;;;
PF3D7_1344400;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1344500;USB1;U6 snRNA phosphodiesterase, putative;;;;;;;;
PF3D7_1344600;LipA;lipoyl synthase;;;;;;;;
PF3D7_1344700;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1344800;ATCase;aspartate carbamoyltransferase;;;;;;;;
PF3D7_1344900;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1345000;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1345100;TRX2;thioredoxin 2;;;;;;;;
PF3D7_1345200;ROM6;rhomboid protease ROM6, putative;;;;;;;;
PF3D7_1345300;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1345400;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1345500;UBC;ubiquitin-conjugating enzyme E2;;;;;;;;
PF3D7_1345600;N/A;inner membrane complex protein;;;;;;;;
PF3D7_1345700;IDH;isocitrate dehydrogenase [NADP], mitochondrial;;;;;;;;
PF3D7_1345800;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1345900;SPC25;kinetochore protein SPC25, putative;;;;;;;;
PF3D7_1346000;N/A;dynactin subunit 2, putative;;;;;;;;
PF3D7_1346100;SEC61A;protein transport protein SEC61 subunit alpha;;;;;;;;
PF3D7_1346200;N/A;nuclear import protein MOG1, putative;;;;;;;;
PF3D7_1346300;ALBA2;DNA/RNA-binding protein Alba 2;;;;;;;;
PF3D7_1346400;N/A;VPS13 domain-containing protein, putative;;;;;;;;
PF3D7_1346500;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1346600;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1346700;P48/45;6-cysteine protein;YES;;;;;YES;;
PF3D7_1346800;P47;6-cysteine protein;;;;;;;;
PF3D7_1346900;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1347000;WDR92;WD repeat-containing protein 92, putative;;;;;;;;
PF3D7_1347100;TOP3;DNA topoisomerase 3, putative;;;;;;;;
PF3D7_1347200;NT1;nucleoside transporter 1;;;;;;;;
PF3D7_1347300;N/A;conserved Plasmodium membrane protein, unknown function;;;;;;;;
PF3D7_1347400;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1347500;ALBA4;DNA/RNA-binding protein Alba 4;;;;;;;;
PF3D7_1347600;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1347700;ECT;ethanolamine-phosphate cytidylyltransferase;;;;;;;;
PF3D7_1347800;LRR4.1;leucine-rich repeat protein;;;;;;;;
PF3D7_1347900;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1348000;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1348100;N/A;GTPase, putative;;;;;;;;
PF3D7_1348200;N/A;step II splicing factor, putative;;;;;;;;
PF3D7_1348300;N/A;elongation factor Tu, putative;;;;;;;;
PF3D7_1348400;N/A;conserved Plasmodium membrane protein, unknown function;;;;;;;;
PF3D7_1348500;N/A;TBC domain protein, putative;;;;;;;;
PF3D7_1348600;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1348700;WDR16;WD repeat-containing protein 16, putative;;;;;;;;
PF3D7_1348800;N/A;E1-E2 ATPase, putative;;;;;;;;
PF3D7_1348900;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1349000;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1349100;N/A;nucleoside diphosphate hydrolase, putative;;;;;;;;
PF3D7_1349200;N/A;glutamate--tRNA ligase, putative;;;;;;;;
PF3D7_1349300;TKL3;tyrosine kinase-like protein;;;;;;;;
PF3D7_1349400;N/A;cytidine and deoxycytidylate deaminase, putative;;;;;;;;
PF3D7_1349500;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1349600;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1349700;N/A;peptidase, putative;;;;;;;;
PF3D7_1349800;N/A;GPN-loop GTPase, putative;;;;;;;;
PF3D7_1349900;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1350000;N/A;conserved Plasmodium protein, unknown function;YES;;;;;YES;;
PF3D7_1350100;KRS1;lysine--tRNA ligase;;;;;;;;
PF3D7_1350200;SNRPE;small nuclear ribonucleoprotein E, putative;;;;;;;;
PF3D7_1350300;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1350400;N/A;ubiquitin-activating enzyme E1, putative;;;;;;;;
PF3D7_1350500;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1350600;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1350700;N/A;N6-adenine-specific methylase, putative;;;;;;;;
PF3D7_1350800;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1350900;ApiAP2;AP2 domain transcription factor AP2-O4, putative;;;;;;;;
PF3D7_1351000;N/A;phosphatidylinositol transfer protein, putative;;;;;;;;
PF3D7_1351100;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1351200;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1351300;N/A;conserved Plasmodium membrane protein, unknown function;;;;;;;;
PF3D7_1351400;N/A;60S ribosomal protein L17, putative;;;;;;;;
PF3D7_1351500;N/A;small nucleolar RNA snoR21;;;;;;;;
PF3D7_1351600;GK;glycerol kinase;;;;;;;;
PF3D7_1351700;IMC1f;inner membrane complex protein 1f, putative;;;;;;;;
PF3D7_1351800;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1351900;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1352000;N/A;GTP-binding protein, putative;;;;;;;;
PF3D7_1352100;ABCB6;ABC transporter B family member 6, putative;;;;;;;;
PF3D7_1352200;UTP15;U3 small nucleolar RNA-associated protein 15, putative;;;;;;;;
PF3D7_1352300;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1352400;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1352500;N/A;thioredoxin-related protein, putative;;;;;;;;
PF3D7_1352600;N/A;protein kinase, putative;;;;;;;;
PF3D7_1352700;AQR;intron-binding protein aquarius, putative;;;;;;;;
PF3D7_1352800;MON1;vacuolar fusion protein MON1, putative;;;;;;;;
PF3D7_1352900;N/A;Plasmodium exported protein, unknown function;;;;;;;;
PF3D7_1353000;LysTrpA;tryptophan-rich protein, pseudogene;;;;;;;;
PF3D7_1353100;N/A;Plasmodium exported protein, unknown function;;;;;;;;
PF3D7_1353200;MAHRP2;membrane associated histidine-rich protein 2;;;;;;;;
PF3D7_1353300;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1353400;N/A;Ran-binding protein, putative;;;;;;;;
PF3D7_1353500;TFB4;RNA polymerase II transcription factor B subunit 4, putative;;;;;;;;
PF3D7_1353600;ERD2;ER lumen protein retaining receptor;;;;;;;;
PF3D7_1353700;ROMO1;reactive oxygen species modulator 1, putative;;;;;;;;
PF3D7_1353800;N/A;proteasome subunit alpha type-4, putative;;;;;;;;
PF3D7_1353900;N/A;proteasome subunit alpha type-7, putative;;;;;;;;
PF3D7_1354000;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1354100;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1354200;SAC1;phosphoinositide phosphatase SAC1;;;;;;;;
PF3D7_1354300;N/A;large subunit rRNA methyltransferase, putative;;;;;;;;
PF3D7_1354400;N/A;V-type proton ATPase 21 kDa proteolipid subunit, putative;;;;;;;;
PF3D7_1354500;ADSS;adenylosuccinate synthetase;;;;;;;;
PF3D7_1354600;N/A;60S ribosomal protein L7-2, putative;;;;;;;;
PF3D7_1354700;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1354800;MCA1;metacaspase-1;;;;;;;;
PF3D7_1354900;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1355100;MCM6;DNA replication licensing factor MCM6;;;;;;;;
PF3D7_1355200;N/A;RAP protein, putative;;;;;;;;
PF3D7_1355300;SET6;histone-lysine N-methyltransferase, putative;;;;;;;;
PF3D7_1355400;N/A;tRNA Threonine;;;YES;;;YES;;
PF3D7_1355500;PP5;serine/threonine protein phosphatase 5;;;;;;;;
PF3D7_1355600;PIP1;PhIL1 interacting protein PIP1;;;;;;;;
PF3D7_1355700;NIF3;NLI interacting factor-like phosphatase, putative;;;;;;;;
PF3D7_1355800;SF3B5;splicing factor 3B subunit 5, putative;;;;;;;;
PF3D7_1355900;N/A;RWD domain-containing protein, putative;;;;;;;;
PF3D7_1356000;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1356100;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1356200;TIM23;mitochondrial import inner membrane translocase subunit TIM23, putative;;;;;;;;
PF3D7_1356300;N/A;ubiquitin-conjugating enzyme E2, putative;;;;;;;;
PF3D7_1356400;N/A;phosphatase 2A regulatory subunit-related protein, putative;;;;;;;;
PF3D7_1356500;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1356600;N/A;regulator of chromosome condensation, putative;;;;;;;;
PF3D7_1356700;N/A;DnaJ protein, putative;;;;;;;;
PF3D7_1356800;ARK3;serine/threonine protein kinase, putative;;;;;;;;
PF3D7_1356900;PK5;protein kinase 5;;;;;;;;
PF3D7_1357000;N/A;elongation factor 1-alpha;;;;;;;;
PF3D7_1357100;N/A;elongation factor 1-alpha;;;;;;;;
PF3D7_1357200;GluRS;glutamate--tRNA ligase;;;;;;;;
PF3D7_1357300;N/A;dynein light chain, putative;;;;;;;;
PF3D7_1357400;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1357500;N/A;DNA helicase, putative;;;;;;;;
PF3D7_1357600;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1357700;UTP21;U3 small nucleolar RNA-associated protein 21, putative;;;;;;;;
PF3D7_1357800;CCT4;T-complex protein 1 subunit delta;;;;;;;;
PF3D7_1357900;N/A;pyrroline-5-carboxylate reductase, putative;;;;;;;;
PF3D7_1358000;N/A;patatin-like phospholipase, putative;;;;;;;;
PF3D7_1358100;N/A;Sas10 domain-containing protein, putative;;;;;;;;
PF3D7_1358200;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1358300;ROM7;rhomboid protease ROM7, putative;;;;;;;;
PF3D7_1358400;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1358500;N/A;zinc finger protein, putative;;;;;;;;
PF3D7_1358600;N/A;zinc finger protein, putative;;;;;;;;
PF3D7_1358700;YOP1L;YOP1-like protein, putative;;;;;;;;
PF3D7_1358800;RPS15;40S ribosomal protein S15;;;;;;;;
PF3D7_1358900;N/A;GTP-binding protein, putative;;;;;;;;
PF3D7_1359000;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1359100;N/A;riboflavin kinase, putative;;;;;;;;
PF3D7_1359200;HMGB4;high mobility group protein B4, putative;;;;;;;;
PF3D7_1359300;DIS3;exosome complex exonuclease RRP44;;;;;;;;
PF3D7_1359400;CELF1;CUGBP Elav-like family member 1;;;;;;;;
PF3D7_1359500;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1359600;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1359700;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1359800;N/A;ADP-ribosylation factor, putative;;;;;;;;
PF3D7_1359900;N/A;conserved Plasmodium membrane protein, unknown function;;;;;;;;
PF3D7_1360000;N/A;ATP synthase-associated protein, putative;;;;;;;;
PF3D7_1360100;RRM1;RNA-binding protein, putative;;;;;;;;
PF3D7_1360200;EMC3;ER membrane protein complex subunit 3, putative;;;;;;;;
PF3D7_1360300;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1360400;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1360500;GCbeta;guanylyl cyclase beta;;;;;;;;
PF3D7_1360700;PIAS;E3 SUMO-protein ligase PIAS, putative;;;;;;;;
PF3D7_1360800;FLN;falcilysin;;;;;;;;
PF3D7_1360900;N/A;RNA-binding protein, putative;;;;;;;;
PF3D7_1361000;PRMT5;protein arginine N-methyltransferase 5, putative;;;;;;;;
PF3D7_1361100;SEC24A;protein transport protein Sec24A;;;;;;;;
PF3D7_1361200;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1361300;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1361400;ADF2;actin-depolymerizing factor 2;;;;;;;;
PF3D7_1361500;N/A;PH domain-containing protein, putative;;;;;;;;
PF3D7_1361600;YfhJ;Fe-S assembly protein IscX, putative;YES;;;;;YES;;
PF3D7_1361700;N/A;cytochrome c oxidase subunit 2, putative;;;;;;;;
PF3D7_1361800;GAC;glideosome-associated connector;;;;;;;;
PF3D7_1361900;PCNA1;proliferating cell nuclear antigen 1;;;;;;;;
PF3D7_1362000;N/A;cytochrome c oxidase subunit ApiCOX24, putative;;;;;;;;
PF3D7_1362100;14-3-3II;14-3-3 protein;;;;;;;;
PF3D7_1362200;RUVB3;RuvB-like helicase 3;;;;;;;;
PF3D7_1362300;TMCO1;transmembrane and coiled-coil domain-containing protein 1, putative;;;;;;;;
PF3D7_1362400;Pcalp;calpain;;;;;;;;
PF3D7_1362500;EXO;exonuclease, putative;;;;;;;;
PF3D7_1362600;N/A;conserved protein, unknown function;YES;;;;;YES;;
PF3D7_1362700;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1362800;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1362900;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1363000;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1363100;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1363200;PNKP;bifunctional polynucleotide phosphatase/kinase;;;;;;;;
PF3D7_1363300;N/A;50S ribosomal protein L9, mitochondrial, putative;;;;;;;;
PF3D7_1363400;DOA1;polyubiquitin binding protein, putative;;;;;;;;
PF3D7_1363500;CCR4-2;CCR4 domain-containing protein 2, putative;;;;;;;;
PF3D7_1363600;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1363700;AMR1;protein AMR1;;;;;;;;
PF3D7_1363800;GEX1;nuclear fusion protein, putative;;;;;;;;
PF3D7_1363900;N/A;unspecified product;;;;;;;;
PF3D7_1364000;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1364100;P92;6-cysteine protein;;;;;;;;
PF3D7_1364200;NUP205;nucleoporin NUP205, putative;;;;;;;;
PF3D7_1364300;PRP16;pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16;;;;;;;;
PF3D7_1364400;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1364500;RRP45;exosome complex component RRP45, putative;;;;;;;;
PF3D7_1364600;N/A;aldehyde reductase, putative;;;;;;;;
PF3D7_1364700;N/A;WD repeat-containing protein, putative, pseudogene;;;;;;;;
PF3D7_1364800;RPB5;DNA-directed RNA polymerases I, II, and III subunit RPABC1, putative;;;;;;;;
PF3D7_1364900;FC;ferrochelatase;;;;;;;;
PF3D7_1365000;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1365100;MRPS17;ribosomal protein S17, putative;;;;;;;;
PF3D7_1365200;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1365300;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1365400;Uba2;ubiquitin-activating enzyme;;;;;;;;
PF3D7_1365500;GCVT;aminomethyltransferase, mitochondrial, putative;;;;;;;;
PF3D7_1365600;TOP6B;DNA topoisomerase 6 subunit B, putative;;;;;;;;
PF3D7_1365700;N/A;SNARE associated Golgi protein, putative;;;;;;;;
PF3D7_1365800;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1365900;N/A;ubiquitin-60S ribosomal protein L40;;;;;;;;
PF3D7_1366000;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1366100;DIP13;DIP13 homolog, putative;;;;;;;;
PF3D7_1366200;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1366300;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1366400;RHOP148;rhoptry protein RHOP148;;;;;;;;
PF3D7_1366500;NDK;nucleoside diphosphate kinase;;;;;;;;
PF3D7_1366600;SRPR-alpha;signal recognition particle receptor subunit alpha, putative;;;;;;;;
PF3D7_1366700;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1366800;N/A;phosphatidylserine synthase, putative;;;;;;;;
PF3D7_1366900;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1367000;SKP1;suppressor of kinetochore protein 1, putative;;;;;;;;
PF3D7_1367100;SNP1;U1 small nuclear ribonucleoprotein 70 kDa homolog, putative;;;;;;;;
PF3D7_1367200;N/A;CLAMP domain-containing protein, putative;;;;;;;;
PF3D7_1367300;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1367400;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1367500;N/A;NADH-cytochrome b5 reductase, putative;;;;;;;;
PF3D7_1367600;N/A;ribosome biogenesis protein MRT4, putative;;;;;;;;
PF3D7_1367700;AlaRS;alanine--tRNA ligase;;;;;;;;
PF3D7_1367800;PSOP2;secreted ookinete protein, putative;;;YES;;;YES;;
PF3D7_1367900;N/A;conserved Plasmodium protein, unknown function;;;YES;;;YES;;
PF3D7_1368000;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1368100;RPN11;26S proteasome regulatory subunit RPN11, putative;;;;;;;;
PF3D7_1368200;ABCE1;ABC transporter E family member 1, putative;;;;;;;;
PF3D7_1368300;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1368400;N/A;ribosomal protein L1, putative;;;;;;;;
PF3D7_1368500;N/A;heptatricopeptide repeat-containing protein, putative;;;;;;;;
PF3D7_1368600;TIM9;mitochondrial import inner membrane translocase subunit TIM9, putative;;;;;;;;
PF3D7_1368700;N/A;mitochondrial carrier protein, putative;;;;;;;;
PF3D7_1368800;ERCC4;DNA repair endonuclease XPF, putative;;;;;;;;
PF3D7_1368900;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1369000;GPAA1;glycosylphosphatidylinositol anchor attachment 1 protein, putative;;;;;;;;
PF3D7_1369100;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1369200;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1369300;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1369400;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1369500;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1369600;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1369700;SNRPA1;U2 small nuclear ribonucleoprotein A', putative;;;;;;;;
PF3D7_1369800;N/A;tRNA Arginine;;;;;;;;
PF3D7_1369900;N/A;tRNA Tryptophan;;;;;;;;
PF3D7_1370000;N/A;tRNA Arginine;YES;;;;;YES;;
PF3D7_1370100;N/A;tRNA Cysteine;;;;;;;;
PF3D7_1370200;N/A;tRNA Glycine;YES;;;;;YES;;
PF3D7_1370300;MAHRP1;membrane associated histidine-rich protein 1;;;;;;;;
PF3D7_1370500;N/A;unspecified product;;;;;;;;
PF3D7_1370800;N/A;unspecified product;;;;;;;;
PF3D7_1370900;N/A;unspecified product;;;;;;;;
PF3D7_1371000;N/A;18S ribosomal RNA;;;;;;;;
PF3D7_1371200;N/A;5.8S ribosomal RNA;;;;;;;;
PF3D7_1371300;N/A;28S ribosomal RNA;;;;;;;;
PF3D7_1371500;N/A;probable protein, unknown function;;;;;;;;
PF3D7_1371600;EBL1;erythrocyte binding like protein 1, pseudogene;;;;;;;;
PF3D7_1371700;N/A;serine/threonine protein kinase, FIKK family;;;;YES;;YES;YES;
PF3D7_1371800;N/A;Plasmodium exported protein, unknown function;;;;YES;;YES;YES;
PF3D7_1371900;N/A;Plasmodium exported protein, unknown function;;Yes - Strains;;YES;;YES;YES;YES
PF3D7_1372000;N/A;Plasmodium exported protein (PHISTa), unknown function;YES;Yes - Strains;;YES;;YES;YES;YES
PF3D7_1372100;GEXP04;Plasmodium exported protein (PHISTb), unknown function;YES;YES - HC;YES;YES;;YES;YES;YES
PF3D7_1372200;HRPIII;histidine-rich protein III;YES;Yes - Strains;;YES;;YES;YES;YES
PF3D7_1372300;N/A;Plasmodium exported protein (PHIST), unknown function;;Yes - Strains;;YES;;YES;YES;YES
PF3D7_1372400;ACS4;acyl-CoA synthetase;YES;;;YES;;YES;YES;YES
PF3D7_1372500;N/A;stevor, pseudogene;YES;YES - HC;YES;YES;;YES;YES;YES
PF3D7_1372600;RIF;rifin;YES;YES - HC;;YES;;YES;YES;YES
PF3D7_1372700;RIF;rifin;;YES - HC;;YES;YES;YES;YES;YES
PF3D7_1372800;N/A;stevor;;YES - HC;;YES;YES;YES;YES;YES
PF3D7_1372900;VAR;erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene;;;;YES;YES;YES;YES;
PF3D7_1373000;RIF;rifin;;YES - HC;;YES;YES;YES;YES;YES
PF3D7_1373100;RIF;rifin;;YES - HC;;YES;YES;YES;YES;YES
PF3D7_1373200;N/A;Plasmodium exported protein, unknown function, fragment;;YES - HC;;YES;;YES;YES;YES
PF3D7_1373300;RIF;rifin;;YES - HC;YES;YES;YES;YES;YES;YES
PF3D7_1373400;RIF;rifin;;YES - HC;;YES;YES;YES;YES;YES
PF3D7_1373500;VAR;erythrocyte membrane protein 1, PfEMP1;;YES - HC;YES;YES;YES;YES;YES;YES
PF3D7_1400100;N/A;erythrocyte membrane protein 1 (PfEMP1), pseudogene;;YES - HC;YES;YES;YES;YES;YES;YES
PF3D7_1400200;RIF;rifin;;YES - HC;YES;YES;YES;YES;YES;YES
PF3D7_1400300;RIF;rifin;;YES - HC;;YES;YES;YES;YES;YES
PF3D7_1400400;RIF;rifin;;YES - HC;YES;YES;YES;YES;YES;YES
PF3D7_1400500;RIF;rifin;;YES - HC;YES;YES;YES;YES;YES;YES
PF3D7_1400600;RIF;rifin;;YES - HC;YES;YES;YES;YES;YES;YES
PF3D7_1400700;N/A;stevor;;YES - HC;YES;YES;YES;YES;YES;YES
PF3D7_1400800;RIF;rifin;;YES - HC;YES;YES;YES;YES;YES;YES
PF3D7_1400900;N/A;Plasmodium exported protein (PHISTa), unknown function, pseudogene;;;YES;YES;;YES;YES;YES
PF3D7_1401000;GBPH;GBPH protein;YES;YES - HC;YES;YES;;YES;YES;YES
PF3D7_1401050;N/A;erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene;;;;YES;YES;YES;YES;
PF3D7_1401100;N/A;DnaJ protein, putative;;;YES;YES;YES;YES;YES;YES
PF3D7_1401200;N/A;Plasmodium exported protein, unknown function;;;;;;;;
PF3D7_1401300;EH2;epoxide hydrolase 2;;;;;;;;
PF3D7_1401400;ETRAMP14;early transcribed membrane protein 14.1;;;;;;;;
PF3D7_1401500;N/A;esterase, putative;;;;;;;;
PF3D7_1401600;N/A;Plasmodium exported protein (PHISTb), unknown function;;;;;;;;
PF3D7_1401700;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1401800;CK;choline kinase;;;;;;;;
PF3D7_1401900;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_1402000;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1402100;N/A;pseudouridine synthase, putative;;;;;;;;
PF3D7_1402200;N/A;cytochrome c oxidase subunit ApiCOX19, putative;;;;;;;;
PF3D7_1402300;RPN6;26S proteasome regulatory subunit RPN6;;;;;;;;
PF3D7_1402400;N/A;zinc finger protein, putative;;;;;;;;
PF3D7_1402500;N/A;ribosomal protein S27a, putative;;;;;;;;
PF3D7_1402600;N/A;small nucleolar RNA snoR22;;;;;;;;
PF3D7_1402700;SR140;U2 snRNP-associated SURP motif-containing protein, putative;;;;;;;;
PF3D7_1402800;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1402900;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1403000;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1403100;CND1;condensin complex subunit 1, putative;;;;;;;;
PF3D7_1403200;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1403300;N/A;tetratricopeptide repeat protein, putative;;;;;;;;
PF3D7_1403400;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_1403500;N/A;dynein light chain, putative;;;;;;;;
PF3D7_1403600;Sel1;selenoprotein;;;;;;;;
PF3D7_1403700;TRAM;translocation associated membrane protein, putative;;;;;;;;
PF3D7_1403800;MISFIT;nuclear formin-like protein MISFIT, putative;;;;;;;;
PF3D7_1403900;CPPED1;serine/threonine protein phosphatase CPPED1, putative;;;;;;;;
PF3D7_1404000;RPB4;DNA-directed RNA polymerase II subunit RPB4, putative;;;;;;;;
PF3D7_1404100;N/A;cytochrome c, putative;;;;;;;;
PF3D7_1404200;N/A;conserved Plasmodium protein, unknown function;YES;;;;;YES;;
PF3D7_1404300;SOAP;secreted ookinete adhesive protein, putative;;;;;;;;
PF3D7_1404400;N/A;ribosomal protein L16, mitochondrial, putative;;;;;;;;
